Name,State,Public IP,Private IP,Shape,OCPU Count,Memory (GB),GPU Count,Region,AD,FD,Created On,OCID,Compartment OCID
zep-102,RUNNING,,10.0.61.117,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-3,2023-12-13 21:38:22.109 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycab45gy3pypm3s3u3fzlkvdhwgmqjqf6rbdfbumnlwveq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-105,RUNNING,,10.0.63.177,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-2,2023-12-13 21:38:15.338 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycubcnbbijkpapdykpjo42gql5apgpn2unashg7n6ouodq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-108,RUNNING,,10.0.62.23,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-3,2023-12-13 21:38:12.328 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2yc45gj7wwanizlgdwad5gc5pll2bc4465br77dsfag5tca,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-111,RUNNING,,10.0.61.215,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-3,2023-12-13 21:38:30.866 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycgkyfqentnhugw5jxvtt7od4eonjqo4paqrpxkly2k6fa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-12,RUNNING,,10.0.60.14,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-1,2023-12-12 20:31:27.204 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycftribqr5kurszojxk6psa5nrhgsg6evvraq7u5cfktxa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-15,RUNNING,,10.0.60.133,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-3,2023-12-12 20:32:52.487 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycg6fztvwhm5ws4lulbeck2cubp7ddaf2lysfy2qwjckkq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-18,RUNNING,,10.0.61.62,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-3,2023-12-12 20:32:00.374 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2yc7uhltmrtux5yfg7htorp7dtldbicthevxfojganzz5lq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-21,RUNNING,,10.0.63.211,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-3,2023-12-12 20:30:36.565 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2yc44dq4x2pjxm76rygbnz4bvtrqoasjlgqbgomvm42txoq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-24,RUNNING,,10.0.60.118,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-2,2023-12-12 20:30:36.342 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycyzi2lxtkplkck4isug47e6pb4fannc4h3g2cih6otpfq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-27,RUNNING,,10.0.63.97,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-3,2023-12-12 20:30:36.462 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycbdwzyhjhoaeok4vxvpqo2ijptn7bvkkbgykzvsp4ylta,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-3,RUNNING,,10.0.62.154,VM.Standard.E3.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-2,2022-09-01 12:03:49.915 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycfafor6w7agvwuygnvarcel4nnxf6c6n4gz4vh72r4w6a,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-30,RUNNING,,10.0.60.23,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-1,2023-12-12 20:31:26.844 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycsdop7wgjx5jymkurg25ilyn6jrfwvfwp4gkbj3gk4sma,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-33,RUNNING,,10.0.60.139,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-2,2023-12-12 20:30:36.426 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycmkohqriggsxsz5j4to22wj53betpiygttsshqovbppdq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-36,RUNNING,,10.0.60.202,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-1,2023-12-12 20:31:26.818 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycmt42f7fputfyh5ga3pj4wpvylvnrsnriwpoh22xps3la,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-39,RUNNING,,10.0.61.11,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-2,2023-12-12 20:48:59.611 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2yccg4ljpbittztqoa4ptfnfbv67mtpspzikl5sncca34rq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-42,RUNNING,,10.0.61.235,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-2,2023-12-12 20:49:05.055 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ychrnptik2pdd2gcsfzjzeamats6gipxiskj6ofpkrcksa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-45,RUNNING,,10.0.61.23,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-2,2023-12-12 20:49:09.813 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycwkivk3qj3ylywbw7ezawfowvymfafrxtzt5hqgsw2o3q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-48,RUNNING,,10.0.62.139,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-2,2023-12-12 20:49:04.924 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2yc43ioj3v2h6qy26l6tyfbndvo7pcshagofkrgwcosnjeq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-51,RUNNING,,10.0.63.20,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-2,2023-12-12 20:49:02.381 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycztzlhwqeaiweisgef7uwqszqsrlcoh4ebi2wmepncfiq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-54,RUNNING,,10.0.61.169,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-2,2023-12-12 20:49:10.163 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycsy6fwecmkocvmsmciuvv7hnsjdd56sgzqoofwejxbfvq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-57,RUNNING,,10.0.60.174,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-2,2023-12-12 20:47:47.12 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2yc5xte3xnq56cjahtdu3amc2hdqmjigj4yr3mrqeteecva,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-6,RUNNING,,10.0.62.33,VM.Standard.E3.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-2,2022-09-03 04:04:08.586 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2yceg7z4csejf6r4elorpgdf3cxu4ecmn6z72llckrg65wq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-60,RUNNING,,10.0.63.54,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-2,2023-12-12 20:49:37.205 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2yccqmd4pmtasytyydjvkkeb4blzkzjwkzlvvaspmnwycua,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-63,RUNNING,,10.0.60.216,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-3,2023-12-12 21:47:04.918 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2yct34mysg3osbif2ma2ngrpmmizig2m767x3ola3loehua,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-66,RUNNING,,10.0.63.134,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-3,2023-12-12 21:45:50.376 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycp3kl4fsnzn2hsiq2y7t5gcn6zx42hw3v4ubq47ztjgmq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-69,RUNNING,,10.0.62.229,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-1,2023-12-12 21:46:37.525 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycl7526pbud25ghtou26ajsvi3r4sltjy6ufy6e4gshvia,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-72,RUNNING,,10.0.60.65,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-3,2023-12-12 21:47:02.328 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2yccedwjtvqrwtbqv7cgzjw532lp7d3mz4llyqrcreb7mjq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-75,RUNNING,,10.0.63.226,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-3,2023-12-12 21:45:50.305 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycryugwisuanaxpfajamqjp6qajuscyhbfcgizmoh5pv4q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-78,RUNNING,,10.0.63.192,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-3,2023-12-12 21:46:59.958 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2yckkwfyulo2sjnodlgtbiwpiqrvwrsqoyuds2l2sp4ofhq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-81,RUNNING,,10.0.63.184,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-3,2023-12-12 21:47:02.639 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2yc4c7kwk2a5hlccvhp3ip3wjfcagaom32wjbf62d77prpq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-84,RUNNING,,10.0.62.136,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-1,2023-12-12 21:47:44.182 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2yc5wgkpnpqpnvnlizoz7wf5samz7mnpewcplva4a7izzhq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-87,RUNNING,,10.0.60.150,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-3,2023-12-12 21:45:57.543 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2yc2pvl53ev5mb5ftymhar3ovwda2zxsopjjochkwdw4jfq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-9,RUNNING,,10.0.61.5,VM.Standard.E3.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-2,2022-09-03 08:59:45.424 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2yc472onxie5hh3pzjf6goxja62qxecmeczmkegblrr53yq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-90,RUNNING,,10.0.63.145,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-1,2023-12-12 21:47:13.598 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycvvrtmt6xbcfkzo37mxixm2z63ogzlfwbvpd3q27tkjoq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-93,RUNNING,,10.0.62.66,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-3,2023-12-12 21:45:46.851 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycrjlshurl2ksc3c47hd7ywdge2ejvbs7krzdrijfiiska,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-96,RUNNING,,10.0.63.120,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-1,2023-12-12 21:47:40.741 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycmm7ozbgsmeipwjh5p77cagrxu6ttly62t6yparqpwniq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-99,RUNNING,,10.0.60.16,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-1,2023-12-12 21:47:24.129 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycsmod274s7ixsg4kim2ztliydz3us4m3mq7igt3kjoeca,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
OKVSTABLE1,RUNNING,138.1.158.192,10.0.0.223,VM.Standard2.2,2,30,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2022-11-29 07:30:08.586 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc5kge4we77a7y5z25mrah2xpewp6tb3vucx4uzz3bymdq,ocid1.compartment.oc1..aaaaaaaaprt3cdtufhimjess4levynn6cu3nqxvcy2h7g7ofpba2fqomeruq
adm-1,RUNNING,138.1.151.178,10.0.1.83,VM.Standard2.2,2,30,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2020-07-06 00:09:38.89 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycnc72ncz4zfzlvbrdokkfwfasvunhjyanw3wktfvrgo7q,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
bpod-1,RUNNING,138.1.148.31,10.0.16.3,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2019-11-26 00:32:14.968 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycd7pklgwczep4ffko3xxmfvkobwgg2wtugyd6cotru6za,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
cman-1,RUNNING,,10.0.4.3,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2019-11-26 00:33:26.106 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycmddbpkkhamwvneww3utnqokj64wlthfrtzwg3ei5bkiq,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
ctrl-1,RUNNING,138.1.150.122,10.0.19.62,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-03-30 22:41:50.497 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycbdhre76eknnfj7apwtjpmcuchwqmzkqj43lvvxwscteq,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
elk-1,RUNNING,,10.0.4.11,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2020-06-17 21:18:35.36 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yca5ybswaeagci36oc2qu3jy5iyate5q5fkn6yc427eprq,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
fbpod-1,RUNNING,130.35.141.196,10.0.17.253,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2021-02-09 01:46:32.829 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc3wcz63s52kj2ee3xdrxuue6dy2r5b75aifbaxivchqiq,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
gracp-1,RUNNING,,10.0.4.7,VM.Standard2.2,2,30,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2020-04-21 21:00:44.542 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycbwarntyvj26pjaaec6d2t7znivpg7vhet2xglilwpnva,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
jump-stable2,RUNNING,130.35.13.248,10.0.1.82,VM.Standard2.16,16,240,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2019-11-21 22:56:24.994 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yczhekrijpb5d5dad765vii6oxxlamz6h36tit2cznn7ha,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
logr-1,RUNNING,130.35.142.154,10.0.0.242,VM.Standard2.2,2,30,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2019-11-26 00:31:51.214 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycfcgqauja6qbkomtz6zeujz2ilrbezp7rvdqma7ms7sta,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
nginx-1,RUNNING,,10.0.4.4,VM.Standard2.4,4,60,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2019-11-26 00:33:23.153 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycz6ngesoabu2huwe37sqst44fulgpeb5c4bvdu5ulatya,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
ordswls-1,RUNNING,,10.0.7.134,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-02-11 01:22:04.228 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ychxdi5qsodab5psghzbrghrb6w5uu45koru66zsfgscpq,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
wls-1,RUNNING,,10.0.4.6,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2019-11-26 00:33:43.012 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycqm3nvfk56ojkpvvace3wosbcfbnlepgdqgu3kjiearbq,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
zep-1,RUNNING,,10.0.54.138,VM.Standard.E2.8,8,64,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2022-01-28 19:43:42.996 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc3unxyvci6c6kn57pzmacgtowejmxvcmyzclc3gdua5wa,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
zep-4,RUNNING,,10.0.54.230,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-11-02 00:09:40.82 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycokcqidatsl666obmqr3xi65zd7z4ebp3s5wmzuorahda,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
bpod-2,RUNNING,130.35.132.33,10.0.23.75,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-1,2022-03-14 19:26:29.6 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2ycvxtkhnyv6anu7ppai5jt7tbygyidfi3bnlz7rplqeeqq,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
ctrl-2,RUNNING,130.35.240.173,10.0.21.223,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-1,2023-09-27 17:30:21.885 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2ycotdbp7m7rm7nmqac56eolrtrimopvbvspetxtdoos7uq,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
fbpod-2,RUNNING,130.35.133.232,10.0.21.33,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-1,2023-10-27 18:13:57.067 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2ycuuou2vwsefquekxcj57gcqkhlxfykndob3cp4cxpolqq,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
gracp-2,RUNNING,,10.0.8.3,VM.Standard2.2,2,30,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-1,2020-05-18 17:09:24.231 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2ycplo2sjorufesvp5uv5xkyh5qsuy7rak4kczipdcxooza,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
zep-2,RUNNING,,10.0.56.170,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-2,2023-05-17 19:03:27.514 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2ycjonkmxg57qybezpaq2th3ljofavkwsdy4quta33cwrfq,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
zep-3,RUNNING,,10.0.61.215,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-1,2023-11-02 00:09:41.753 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycym3soofn74n7qid6np6mnkaxagsodhrcsxmchz6iavaa,ocid1.compartment.oc1..aaaaaaaazozzhqaff5spaq2ownpbw5p6fbzpvetujgkeqtblbttxhtxdgtda
zfsrac_instance1,RUNNING,138.1.156.7,10.0.0.96,VM.Standard3.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2022-11-27 03:02:25.35 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycc7xumidsuxkmtfgnk27at474d74t7lryc5vp3rgbrcpa,ocid1.compartment.oc1..aaaaaaaahmr4jba2jouzpmubrsldswwfr23t3xsiqkhhtqqirxc6qp2ek6la
zfsrac_instance2,RUNNING,130.35.143.237,10.0.0.172,VM.Standard3.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2022-11-27 03:02:24.879 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycosoeozp7vq44fkljweumhd6ui3ep2gaccermo6n5qo7q,ocid1.compartment.oc1..aaaaaaaahmr4jba2jouzpmubrsldswwfr23t3xsiqkhhtqqirxc6qp2ek6la
